bird_y,top_pipe_y,bottom_pipe_y,pipe_x,distance_to_pipe,gap_center,gap_size,action
2382.3999999999974,277.0,427.0,185.0,135.0,352.0,150.0,0
2424.9999999999973,277.0,427.0,180.0,130.0,352.0,150.0,0
2467.9999999999973,277.0,427.0,175.0,125.0,352.0,150.0,0
2511.3999999999974,277.0,427.0,170.0,120.0,352.0,150.0,0
2555.199999999997,277.0,427.0,165.0,115.0,352.0,150.0,0
2599.399999999997,277.0,427.0,160.0,110.0,352.0,150.0,0
2643.999999999997,277.0,427.0,155.0,105.0,352.0,150.0,0
2688.999999999997,277.0,427.0,150.0,100.0,352.0,150.0,0
2734.399999999997,277.0,427.0,145.0,95.0,352.0,150.0,0
2780.1999999999966,277.0,427.0,140.0,90.0,352.0,150.0,0
2826.3999999999965,277.0,427.0,135.0,85.0,352.0,150.0,0
2872.9999999999964,277.0,427.0,130.0,80.0,352.0,150.0,0
2919.9999999999964,277.0,427.0,125.0,75.0,352.0,150.0,0
2967.3999999999965,277.0,427.0,120.0,70.0,352.0,150.0,0
3015.199999999996,277.0,427.0,115.0,65.0,352.0,150.0,0
3063.399999999996,277.0,427.0,110.0,60.0,352.0,150.0,0
3111.999999999996,277.0,427.0,105.0,55.0,352.0,150.0,0
3160.999999999996,277.0,427.0,100.0,50.0,352.0,150.0,0
3210.399999999996,277.0,427.0,95.0,45.0,352.0,150.0,0
3260.1999999999957,277.0,427.0,90.0,40.0,352.0,150.0,0
3310.3999999999955,277.0,427.0,85.0,35.0,352.0,150.0,0
3360.9999999999955,277.0,427.0,80.0,30.0,352.0,150.0,0
3411.9999999999955,277.0,427.0,75.0,25.0,352.0,150.0,0
3463.3999999999955,277.0,427.0,70.0,20.0,352.0,150.0,0
3515.1999999999953,277.0,427.0,65.0,15.0,352.0,150.0,0
3567.399999999995,277.0,427.0,60.0,10.0,352.0,150.0,0
3619.999999999995,277.0,427.0,55.0,5.0,352.0,150.0,0
3672.999999999995,277.0,427.0,50.0,0.0,352.0,150.0,0
3726.399999999995,277.0,427.0,45.0,-5.0,352.0,150.0,0
3780.199999999995,277.0,427.0,40.0,-10.0,352.0,150.0,0
3834.3999999999946,277.0,427.0,35.0,-15.0,352.0,150.0,0
3888.9999999999945,277.0,427.0,30.0,-20.0,352.0,150.0,0
3943.9999999999945,277.0,427.0,25.0,-25.0,352.0,150.0,0
3999.3999999999946,277.0,427.0,20.0,-30.0,352.0,150.0,0
4055.1999999999944,277.0,427.0,15.0,-35.0,352.0,150.0,0
4111.399999999994,277.0,427.0,10.0,-40.0,352.0,150.0,0
4167.999999999994,277.0,427.0,5.0,-45.0,352.0,150.0,0
4224.999999999994,277.0,427.0,0.0,-50.0,352.0,150.0,0
4282.399999999993,277.0,427.0,-5.0,-55.0,352.0,150.0,0
4340.199999999993,277.0,427.0,-10.0,-60.0,352.0,150.0,0
4398.399999999993,277.0,427.0,-15.0,-65.0,352.0,150.0,0
4456.999999999993,277.0,427.0,-20.0,-70.0,352.0,150.0,0
4515.999999999993,277.0,427.0,-25.0,-75.0,352.0,150.0,0
4575.399999999992,277.0,427.0,-30.0,-80.0,352.0,150.0,0
4635.1999999999925,277.0,427.0,-35.0,-85.0,352.0,150.0,0
4695.399999999992,277.0,427.0,-40.0,-90.0,352.0,150.0,0
4755.999999999992,277.0,427.0,-45.0,-95.0,352.0,150.0,0
4816.999999999992,277.0,427.0,-50.0,-100.0,352.0,150.0,0
4878.399999999991,277.0,427.0,-55.0,-105.0,352.0,150.0,0
4940.199999999992,277.0,427.0,-60.0,-110.0,352.0,150.0,0
5002.399999999991,90.0,240.0,400.0,350.0,165.0,150.0,0
5064.999999999991,90.0,240.0,395.0,345.0,165.0,150.0,0
5127.999999999991,90.0,240.0,390.0,340.0,165.0,150.0,0
5191.3999999999905,90.0,240.0,385.0,335.0,165.0,150.0,0
5255.199999999991,90.0,240.0,380.0,330.0,165.0,150.0,0
5319.3999999999905,90.0,240.0,375.0,325.0,165.0,150.0,0
5383.99999999999,90.0,240.0,370.0,320.0,165.0,150.0,0
5448.99999999999,90.0,240.0,365.0,315.0,165.0,150.0,0
5514.39999999999,90.0,240.0,360.0,310.0,165.0,150.0,0
5580.19999999999,90.0,240.0,355.0,305.0,165.0,150.0,0
5646.39999999999,90.0,240.0,350.0,300.0,165.0,150.0,0
5712.999999999989,90.0,240.0,345.0,295.0,165.0,150.0,0
5779.999999999989,90.0,240.0,340.0,290.0,165.0,150.0,0
5847.399999999989,90.0,240.0,335.0,285.0,165.0,150.0,0
5915.199999999989,90.0,240.0,330.0,280.0,165.0,150.0,0
5983.399999999989,90.0,240.0,325.0,275.0,165.0,150.0,0
6051.999999999989,90.0,240.0,320.0,270.0,165.0,150.0,0
6120.999999999989,90.0,240.0,315.0,265.0,165.0,150.0,0
6190.399999999989,90.0,240.0,310.0,260.0,165.0,150.0,0
6260.199999999989,90.0,240.0,305.0,255.0,165.0,150.0,0
6330.399999999989,90.0,240.0,300.0,250.0,165.0,150.0,0
6400.999999999989,90.0,240.0,295.0,245.0,165.0,150.0,0
6471.999999999989,90.0,240.0,290.0,240.0,165.0,150.0,0
6543.399999999989,90.0,240.0,285.0,235.0,165.0,150.0,0
6615.199999999989,90.0,240.0,280.0,230.0,165.0,150.0,0
6687.399999999989,90.0,240.0,275.0,225.0,165.0,150.0,0
6759.999999999989,90.0,240.0,270.0,220.0,165.0,150.0,0
6832.999999999989,90.0,240.0,265.0,215.0,165.0,150.0,0
6906.399999999989,90.0,240.0,260.0,210.0,165.0,150.0,0
6980.199999999989,90.0,240.0,255.0,205.0,165.0,150.0,0
7054.399999999989,90.0,240.0,250.0,200.0,165.0,150.0,0
7128.999999999989,90.0,240.0,245.0,195.0,165.0,150.0,0
7203.999999999989,90.0,240.0,240.0,190.0,165.0,150.0,0
7279.399999999989,90.0,240.0,235.0,185.0,165.0,150.0,0
7355.199999999989,90.0,240.0,230.0,180.0,165.0,150.0,0
7431.399999999989,90.0,240.0,225.0,175.0,165.0,150.0,0
7507.999999999989,90.0,240.0,220.0,170.0,165.0,150.0,0
7584.999999999989,90.0,240.0,215.0,165.0,165.0,150.0,0
7662.399999999989,90.0,240.0,210.0,160.0,165.0,150.0,0
7740.199999999989,90.0,240.0,205.0,155.0,165.0,150.0,0
7818.399999999989,90.0,240.0,200.0,150.0,165.0,150.0,0
