bird_y,top_pipe_y,bottom_pipe_y,pipe_x,distance_to_pipe,gap_center,gap_size,action
428.0,345.0,495.0,-40.0,-90.0,420.0,150.0,0
432.6,345.0,495.0,-45.0,-95.0,420.0,150.0,0
437.6,345.0,495.0,-50.0,-100.0,420.0,150.0,0
443.0,345.0,495.0,-55.0,-105.0,420.0,150.0,0
448.8,345.0,495.0,-60.0,-110.0,420.0,150.0,0
455.0,109.0,259.0,400.0,350.0,184.0,150.0,0
461.6,109.0,259.0,395.0,345.0,184.0,150.0,0
468.6,109.0,259.0,390.0,340.0,184.0,150.0,0
476.0,109.0,259.0,385.0,335.0,184.0,150.0,0
483.8,109.0,259.0,380.0,330.0,184.0,150.0,0
492.0,109.0,259.0,375.0,325.0,184.0,150.0,0
500.6,109.0,259.0,370.0,320.0,184.0,150.0,0
509.6,109.0,259.0,365.0,315.0,184.0,150.0,0
519.0,109.0,259.0,360.0,310.0,184.0,150.0,0
528.8,109.0,259.0,355.0,305.0,184.0,150.0,0
539.0,109.0,259.0,350.0,300.0,184.0,150.0,0
549.6,109.0,259.0,345.0,295.0,184.0,150.0,0
560.6,109.0,259.0,340.0,290.0,184.0,150.0,0
572.0,109.0,259.0,335.0,285.0,184.0,150.0,0
583.8,109.0,259.0,330.0,280.0,184.0,150.0,0
596.0,109.0,259.0,325.0,275.0,184.0,150.0,0
589.4,109.0,259.0,320.0,270.0,184.0,150.0,1
583.1999999999999,109.0,259.0,315.0,265.0,184.0,150.0,0
577.4,109.0,259.0,310.0,260.0,184.0,150.0,0
572.0,109.0,259.0,305.0,255.0,184.0,150.0,0
567.0,109.0,259.0,300.0,250.0,184.0,150.0,0
562.4,109.0,259.0,295.0,245.0,184.0,150.0,0
558.1999999999999,109.0,259.0,290.0,240.0,184.0,150.0,0
554.4,109.0,259.0,285.0,235.0,184.0,150.0,0
547.8,109.0,259.0,280.0,230.0,184.0,150.0,1
541.5999999999999,109.0,259.0,275.0,225.0,184.0,150.0,0
535.8,109.0,259.0,270.0,220.0,184.0,150.0,0
530.4,109.0,259.0,265.0,215.0,184.0,150.0,0
525.4,109.0,259.0,260.0,210.0,184.0,150.0,0
520.8,109.0,259.0,255.0,205.0,184.0,150.0,0
514.1999999999999,109.0,259.0,250.0,200.0,184.0,150.0,1
507.99999999999994,109.0,259.0,245.0,195.0,184.0,150.0,0
502.19999999999993,109.0,259.0,240.0,190.0,184.0,150.0,0
496.79999999999995,109.0,259.0,235.0,185.0,184.0,150.0,0
491.79999999999995,109.0,259.0,230.0,180.0,184.0,150.0,0
487.19999999999993,109.0,259.0,225.0,175.0,184.0,150.0,0
480.5999999999999,109.0,259.0,220.0,170.0,184.0,150.0,1
474.3999999999999,109.0,259.0,215.0,165.0,184.0,150.0,0
468.5999999999999,109.0,259.0,210.0,160.0,184.0,150.0,0
463.19999999999993,109.0,259.0,205.0,155.0,184.0,150.0,0
458.19999999999993,109.0,259.0,200.0,150.0,184.0,150.0,0
453.5999999999999,109.0,259.0,195.0,145.0,184.0,150.0,0
449.3999999999999,109.0,259.0,190.0,140.0,184.0,150.0,0
442.7999999999999,109.0,259.0,185.0,135.0,184.0,150.0,1
436.5999999999999,109.0,259.0,180.0,130.0,184.0,150.0,0
430.7999999999999,109.0,259.0,175.0,125.0,184.0,150.0,0
425.3999999999999,109.0,259.0,170.0,120.0,184.0,150.0,0
420.3999999999999,109.0,259.0,165.0,115.0,184.0,150.0,0
415.7999999999999,109.0,259.0,160.0,110.0,184.0,150.0,0
409.1999999999999,109.0,259.0,155.0,105.0,184.0,150.0,1
402.9999999999999,109.0,259.0,150.0,100.0,184.0,150.0,0
397.1999999999999,109.0,259.0,145.0,95.0,184.0,150.0,0
391.7999999999999,109.0,259.0,140.0,90.0,184.0,150.0,0
386.7999999999999,109.0,259.0,135.0,85.0,184.0,150.0,0
382.1999999999999,109.0,259.0,130.0,80.0,184.0,150.0,0
377.9999999999999,109.0,259.0,125.0,75.0,184.0,150.0,0
371.39999999999986,109.0,259.0,120.0,70.0,184.0,150.0,1
365.1999999999999,109.0,259.0,115.0,65.0,184.0,150.0,0
359.39999999999986,109.0,259.0,110.0,60.0,184.0,150.0,0
353.9999999999999,109.0,259.0,105.0,55.0,184.0,150.0,0
348.9999999999999,109.0,259.0,100.0,50.0,184.0,150.0,0
344.39999999999986,109.0,259.0,95.0,45.0,184.0,150.0,0
337.79999999999984,109.0,259.0,90.0,40.0,184.0,150.0,1
331.59999999999985,109.0,259.0,85.0,35.0,184.0,150.0,0
325.79999999999984,109.0,259.0,80.0,30.0,184.0,150.0,0
320.39999999999986,109.0,259.0,75.0,25.0,184.0,150.0,0
315.39999999999986,109.0,259.0,70.0,20.0,184.0,150.0,0
310.79999999999984,109.0,259.0,65.0,15.0,184.0,150.0,0
306.59999999999985,109.0,259.0,60.0,10.0,184.0,150.0,0
302.79999999999984,109.0,259.0,55.0,5.0,184.0,150.0,0
296.1999999999998,109.0,259.0,50.0,0.0,184.0,150.0,1
289.99999999999983,109.0,259.0,45.0,-5.0,184.0,150.0,0
284.1999999999998,109.0,259.0,40.0,-10.0,184.0,150.0,0
278.79999999999984,109.0,259.0,35.0,-15.0,184.0,150.0,0
273.79999999999984,109.0,259.0,30.0,-20.0,184.0,150.0,0
269.1999999999998,109.0,259.0,25.0,-25.0,184.0,150.0,0
264.99999999999983,109.0,259.0,20.0,-30.0,184.0,150.0,0
261.1999999999998,109.0,259.0,15.0,-35.0,184.0,150.0,0
257.79999999999984,109.0,259.0,10.0,-40.0,184.0,150.0,0
254.79999999999984,109.0,259.0,5.0,-45.0,184.0,150.0,0
252.19999999999985,109.0,259.0,0.0,-50.0,184.0,150.0,0
249.99999999999986,109.0,259.0,-5.0,-55.0,184.0,150.0,0
248.19999999999985,109.0,259.0,-10.0,-60.0,184.0,150.0,0
246.79999999999984,109.0,259.0,-15.0,-65.0,184.0,150.0,0
245.79999999999984,109.0,259.0,-20.0,-70.0,184.0,150.0,0
245.19999999999985,109.0,259.0,-25.0,-75.0,184.0,150.0,0
244.99999999999986,109.0,259.0,-30.0,-80.0,184.0,150.0,0
245.19999999999985,109.0,259.0,-35.0,-85.0,184.0,150.0,0
245.79999999999984,109.0,259.0,-40.0,-90.0,184.0,150.0,0
246.79999999999984,109.0,259.0,-45.0,-95.0,184.0,150.0,0
248.19999999999985,109.0,259.0,-50.0,-100.0,184.0,150.0,0
249.99999999999986,109.0,259.0,-55.0,-105.0,184.0,150.0,0
243.39999999999986,109.0,259.0,-60.0,-110.0,184.0,150.0,1
237.19999999999987,63.0,213.0,400.0,350.0,138.0,150.0,0
231.39999999999986,63.0,213.0,395.0,345.0,138.0,150.0,0
225.99999999999986,63.0,213.0,390.0,340.0,138.0,150.0,0
220.99999999999986,63.0,213.0,385.0,335.0,138.0,150.0,0
216.39999999999986,63.0,213.0,380.0,330.0,138.0,150.0,0
212.19999999999987,63.0,213.0,375.0,325.0,138.0,150.0,0
208.39999999999986,63.0,213.0,370.0,320.0,138.0,150.0,0
204.99999999999986,63.0,213.0,365.0,315.0,138.0,150.0,0
201.99999999999986,63.0,213.0,360.0,310.0,138.0,150.0,0
199.39999999999986,63.0,213.0,355.0,305.0,138.0,150.0,0
197.19999999999987,63.0,213.0,350.0,300.0,138.0,150.0,0
195.39999999999986,63.0,213.0,345.0,295.0,138.0,150.0,0
193.99999999999986,63.0,213.0,340.0,290.0,138.0,150.0,0
192.99999999999986,63.0,213.0,335.0,285.0,138.0,150.0,0
186.39999999999986,63.0,213.0,330.0,280.0,138.0,150.0,1
180.19999999999987,63.0,213.0,325.0,275.0,138.0,150.0,0
174.39999999999986,63.0,213.0,320.0,270.0,138.0,150.0,0
168.99999999999986,63.0,213.0,315.0,265.0,138.0,150.0,0
163.99999999999986,63.0,213.0,310.0,260.0,138.0,150.0,0
159.39999999999986,63.0,213.0,305.0,255.0,138.0,150.0,0
155.19999999999987,63.0,213.0,300.0,250.0,138.0,150.0,0
151.39999999999986,63.0,213.0,295.0,245.0,138.0,150.0,0
147.99999999999986,63.0,213.0,290.0,240.0,138.0,150.0,0
144.99999999999986,63.0,213.0,285.0,235.0,138.0,150.0,0
142.39999999999986,63.0,213.0,280.0,230.0,138.0,150.0,0
140.19999999999987,63.0,213.0,275.0,225.0,138.0,150.0,0
138.39999999999986,63.0,213.0,270.0,220.0,138.0,150.0,0
136.99999999999986,63.0,213.0,265.0,215.0,138.0,150.0,0
135.99999999999986,63.0,213.0,260.0,210.0,138.0,150.0,0
135.39999999999986,63.0,213.0,255.0,205.0,138.0,150.0,0
135.19999999999987,63.0,213.0,250.0,200.0,138.0,150.0,0
135.39999999999986,63.0,213.0,245.0,195.0,138.0,150.0,0
135.99999999999986,63.0,213.0,240.0,190.0,138.0,150.0,0
136.99999999999986,63.0,213.0,235.0,185.0,138.0,150.0,0
138.39999999999986,63.0,213.0,230.0,180.0,138.0,150.0,0
140.19999999999987,63.0,213.0,225.0,175.0,138.0,150.0,0
142.39999999999986,63.0,213.0,220.0,170.0,138.0,150.0,0
144.99999999999986,63.0,213.0,215.0,165.0,138.0,150.0,0
147.99999999999986,63.0,213.0,210.0,160.0,138.0,150.0,0
151.39999999999986,63.0,213.0,205.0,155.0,138.0,150.0,0
155.19999999999987,63.0,213.0,200.0,150.0,138.0,150.0,0
159.39999999999986,63.0,213.0,195.0,145.0,138.0,150.0,0
163.99999999999986,63.0,213.0,190.0,140.0,138.0,150.0,0
168.99999999999986,63.0,213.0,185.0,135.0,138.0,150.0,0
174.39999999999986,63.0,213.0,180.0,130.0,138.0,150.0,0
180.19999999999987,63.0,213.0,175.0,125.0,138.0,150.0,0
186.3999999999999,63.0,213.0,170.0,120.0,138.0,150.0,0
192.9999999999999,63.0,213.0,165.0,115.0,138.0,150.0,0
199.9999999999999,63.0,213.0,160.0,110.0,138.0,150.0,0
207.3999999999999,63.0,213.0,155.0,105.0,138.0,150.0,0
215.1999999999999,63.0,213.0,150.0,100.0,138.0,150.0,0
223.39999999999992,63.0,213.0,145.0,95.0,138.0,150.0,0
231.99999999999991,63.0,213.0,140.0,90.0,138.0,150.0,0
240.99999999999991,63.0,213.0,135.0,85.0,138.0,150.0,0
250.39999999999992,63.0,213.0,130.0,80.0,138.0,150.0,0
260.19999999999993,63.0,213.0,125.0,75.0,138.0,150.0,0
270.3999999999999,63.0,213.0,120.0,70.0,138.0,150.0,0
280.99999999999994,63.0,213.0,115.0,65.0,138.0,150.0,0
291.99999999999994,63.0,213.0,110.0,60.0,138.0,150.0,0
303.4,63.0,213.0,105.0,55.0,138.0,150.0,0
315.2,63.0,213.0,100.0,50.0,138.0,150.0,0
327.4,63.0,213.0,95.0,45.0,138.0,150.0,0
340.0,63.0,213.0,90.0,40.0,138.0,150.0,0
353.0,63.0,213.0,85.0,35.0,138.0,150.0,0
366.40000000000003,63.0,213.0,80.0,30.0,138.0,150.0,0
380.20000000000005,63.0,213.0,75.0,25.0,138.0,150.0,0
394.40000000000003,63.0,213.0,70.0,20.0,138.0,150.0,0
409.00000000000006,63.0,213.0,65.0,15.0,138.0,150.0,0
424.00000000000006,63.0,213.0,60.0,10.0,138.0,150.0,0
439.4000000000001,63.0,213.0,55.0,5.0,138.0,150.0,0
455.2000000000001,63.0,213.0,50.0,0.0,138.0,150.0,0
471.4000000000001,63.0,213.0,45.0,-5.0,138.0,150.0,0
488.0000000000001,63.0,213.0,40.0,-10.0,138.0,150.0,0
505.0000000000001,63.0,213.0,35.0,-15.0,138.0,150.0,0
522.4000000000001,63.0,213.0,30.0,-20.0,138.0,150.0,0
540.2,63.0,213.0,25.0,-25.0,138.0,150.0,0
558.4000000000001,63.0,213.0,20.0,-30.0,138.0,150.0,0
577.0000000000001,63.0,213.0,15.0,-35.0,138.0,150.0,0
596.0000000000001,63.0,213.0,10.0,-40.0,138.0,150.0,0
615.4000000000001,63.0,213.0,5.0,-45.0,138.0,150.0,0
635.2,63.0,213.0,0.0,-50.0,138.0,150.0,0
655.4000000000001,63.0,213.0,-5.0,-55.0,138.0,150.0,0
676.0000000000001,63.0,213.0,-10.0,-60.0,138.0,150.0,0
697.0000000000001,63.0,213.0,-15.0,-65.0,138.0,150.0,0
718.4000000000001,63.0,213.0,-20.0,-70.0,138.0,150.0,0
740.2,63.0,213.0,-25.0,-75.0,138.0,150.0,0
762.4000000000001,63.0,213.0,-30.0,-80.0,138.0,150.0,0
785.0000000000001,63.0,213.0,-35.0,-85.0,138.0,150.0,0
808.0000000000001,63.0,213.0,-40.0,-90.0,138.0,150.0,0
831.4000000000001,63.0,213.0,-45.0,-95.0,138.0,150.0,0
855.2,63.0,213.0,-50.0,-100.0,138.0,150.0,0
879.4,63.0,213.0,-55.0,-105.0,138.0,150.0,0
904.0,63.0,213.0,-60.0,-110.0,138.0,150.0,0
929.0,277.0,427.0,400.0,350.0,352.0,150.0,0
954.4,277.0,427.0,395.0,345.0,352.0,150.0,0
980.1999999999999,277.0,427.0,390.0,340.0,352.0,150.0,0
1006.3999999999999,277.0,427.0,385.0,335.0,352.0,150.0,0
1032.9999999999998,277.0,427.0,380.0,330.0,352.0,150.0,0
1059.9999999999998,277.0,427.0,375.0,325.0,352.0,150.0,0
1087.3999999999996,277.0,427.0,370.0,320.0,352.0,150.0,0
1115.1999999999996,277.0,427.0,365.0,315.0,352.0,150.0,0
1143.3999999999996,277.0,427.0,360.0,310.0,352.0,150.0,0
1171.9999999999995,277.0,427.0,355.0,305.0,352.0,150.0,0
1200.9999999999995,277.0,427.0,350.0,300.0,352.0,150.0,0
1230.3999999999994,277.0,427.0,345.0,295.0,352.0,150.0,0
1260.1999999999994,277.0,427.0,340.0,290.0,352.0,150.0,0
1290.3999999999994,277.0,427.0,335.0,285.0,352.0,150.0,0
1320.9999999999993,277.0,427.0,330.0,280.0,352.0,150.0,0
1351.9999999999993,277.0,427.0,325.0,275.0,352.0,150.0,0
1383.3999999999992,277.0,427.0,320.0,270.0,352.0,150.0,0
1415.1999999999991,277.0,427.0,315.0,265.0,352.0,150.0,0
1447.3999999999992,277.0,427.0,310.0,260.0,352.0,150.0,0
1479.999999999999,277.0,427.0,305.0,255.0,352.0,150.0,0
1512.999999999999,277.0,427.0,300.0,250.0,352.0,150.0,0
1546.399999999999,277.0,427.0,295.0,245.0,352.0,150.0,0
1580.199999999999,277.0,427.0,290.0,240.0,352.0,150.0,0
1614.399999999999,277.0,427.0,285.0,235.0,352.0,150.0,0
1648.9999999999989,277.0,427.0,280.0,230.0,352.0,150.0,0
1683.9999999999989,277.0,427.0,275.0,225.0,352.0,150.0,0
1719.3999999999987,277.0,427.0,270.0,220.0,352.0,150.0,0
1755.1999999999987,277.0,427.0,265.0,215.0,352.0,150.0,0
1791.3999999999987,277.0,427.0,260.0,210.0,352.0,150.0,0
1827.9999999999986,277.0,427.0,255.0,205.0,352.0,150.0,0
1864.9999999999986,277.0,427.0,250.0,200.0,352.0,150.0,0
1902.3999999999985,277.0,427.0,245.0,195.0,352.0,150.0,0
1940.1999999999985,277.0,427.0,240.0,190.0,352.0,150.0,0
1978.3999999999983,277.0,427.0,235.0,185.0,352.0,150.0,0
2016.9999999999982,277.0,427.0,230.0,180.0,352.0,150.0,0
2055.999999999998,277.0,427.0,225.0,175.0,352.0,150.0,0
2095.3999999999983,277.0,427.0,220.0,170.0,352.0,150.0,0
2135.199999999998,277.0,427.0,215.0,165.0,352.0,150.0,0
2175.399999999998,277.0,427.0,210.0,160.0,352.0,150.0,0
2215.9999999999977,277.0,427.0,205.0,155.0,352.0,150.0,0
2256.9999999999977,277.0,427.0,200.0,150.0,352.0,150.0,0
2298.399999999998,277.0,427.0,195.0,145.0,352.0,150.0,0
2340.1999999999975,277.0,427.0,190.0,140.0,352.0,150.0,0
