bird_y,top_pipe_y,bottom_pipe_y,pipe_x,action
324.2000000000002,119,269,236,0
319.2000000000002,119,269,232,0
314.6000000000002,119,269,228,0
310.4000000000002,119,269,224,0
306.6000000000002,119,269,220,0
303.2000000000002,119,269,216,0
300.2000000000002,119,269,212,0
297.6000000000002,119,269,208,0
295.4000000000002,119,269,204,0
288.8000000000002,119,269,200,1
282.6000000000002,119,269,196,0
276.8000000000002,119,269,192,0
271.4000000000002,119,269,188,0
266.4000000000002,119,269,184,0
261.8000000000002,119,269,180,0
255.2000000000002,119,269,176,1
249.0000000000002,119,269,172,0
243.2000000000002,119,269,168,0
237.80000000000018,119,269,164,0
232.80000000000018,119,269,160,0
228.2000000000002,119,269,156,0
224.0000000000002,119,269,152,0
220.2000000000002,119,269,148,0
216.80000000000018,119,269,144,0
213.80000000000018,119,269,140,0
211.2000000000002,119,269,136,0
209.0000000000002,119,269,132,0
207.2000000000002,119,269,128,0
205.80000000000018,119,269,124,0
204.80000000000018,119,269,120,0
204.2000000000002,119,269,116,0
204.0000000000002,119,269,112,0
204.2000000000002,119,269,108,0
204.80000000000018,119,269,104,0
205.80000000000018,119,269,100,0
207.2000000000002,119,269,96,0
209.0000000000002,119,269,92,0
211.2000000000002,119,269,88,0
213.80000000000018,119,269,84,0
216.80000000000018,119,269,80,0
210.2000000000002,119,269,76,1
204.0000000000002,119,269,72,0
198.2000000000002,119,269,68,0
192.80000000000018,119,269,64,0
187.80000000000018,119,269,60,0
183.2000000000002,119,269,56,0
179.0000000000002,119,269,52,0
175.2000000000002,119,269,48,0
171.80000000000018,119,269,44,0
168.80000000000018,119,269,40,0
166.2000000000002,119,269,36,0
164.0000000000002,119,269,32,0
162.2000000000002,119,269,28,0
160.80000000000018,119,269,24,0
159.80000000000018,119,269,20,0
159.2000000000002,119,269,16,0
159.0000000000002,119,269,12,0
159.2000000000002,119,269,8,0
159.80000000000018,119,269,4,0
160.80000000000018,119,269,0,0
162.2000000000002,119,269,-4,0
164.0000000000002,119,269,-8,0
166.2000000000002,119,269,-12,0
168.80000000000018,119,269,-16,0
171.80000000000018,119,269,-20,0
175.2000000000002,119,269,-24,0
179.0000000000002,119,269,-28,0
183.2000000000002,119,269,-32,0
187.80000000000018,119,269,-36,0
192.80000000000018,119,269,-40,0
198.2000000000002,119,269,-44,0
204.0000000000002,119,269,-48,0
210.20000000000022,119,269,-52,0
216.8000000000002,119,269,-56,0
223.8000000000002,119,269,-60,0
231.20000000000022,142,292,400,0
239.00000000000023,142,292,396,0
247.20000000000024,142,292,392,0
255.80000000000024,142,292,388,0
264.80000000000024,142,292,384,0
274.2000000000003,142,292,380,0
284.0000000000003,142,292,376,0
294.2000000000003,142,292,372,0
304.8000000000003,142,292,368,0
298.2000000000003,142,292,364,1
292.0000000000003,142,292,360,0
286.2000000000003,142,292,356,0
280.8000000000003,142,292,352,0
275.8000000000003,142,292,348,0
271.2000000000003,142,292,344,0
267.0000000000003,142,292,340,0
263.2000000000003,142,292,336,0
259.8000000000003,142,292,332,0
256.8000000000003,142,292,328,0
254.2000000000003,142,292,324,0
252.0000000000003,142,292,320,0
250.2000000000003,142,292,316,0
248.8000000000003,142,292,312,0
247.8000000000003,142,292,308,0
247.2000000000003,142,292,304,0
247.0000000000003,142,292,300,0
247.2000000000003,142,292,296,0
247.8000000000003,142,292,292,0
248.8000000000003,142,292,288,0
250.2000000000003,142,292,284,0
252.0000000000003,142,292,280,0
254.2000000000003,142,292,276,0
256.8000000000003,142,292,272,0
259.8000000000003,142,292,268,0
263.2000000000003,142,292,264,0
267.0000000000003,142,292,260,0
260.40000000000026,142,292,256,1
254.20000000000027,142,292,252,0
248.40000000000026,142,292,248,0
243.00000000000026,142,292,244,0
238.00000000000026,142,292,240,0
233.40000000000026,142,292,236,0
229.20000000000027,142,292,232,0
225.40000000000026,142,292,228,0
222.00000000000026,142,292,224,0
219.00000000000026,142,292,220,0
216.40000000000026,142,292,216,0
214.20000000000027,142,292,212,0
212.40000000000026,142,292,208,0
211.00000000000026,142,292,204,0
210.00000000000026,142,292,200,0
209.40000000000026,142,292,196,0
209.20000000000027,142,292,192,0
209.40000000000026,142,292,188,0
210.00000000000026,142,292,184,0
211.00000000000026,142,292,180,0
212.40000000000026,142,292,176,0
214.20000000000027,142,292,172,0
216.40000000000026,142,292,168,0
219.00000000000026,142,292,164,0
222.00000000000026,142,292,160,0
225.40000000000026,142,292,156,0
229.20000000000027,142,292,152,0
233.40000000000026,142,292,148,0
238.00000000000026,142,292,144,0
243.00000000000026,142,292,140,0
248.40000000000026,142,292,136,0
241.80000000000027,142,292,132,1
235.60000000000028,142,292,128,0
229.80000000000027,142,292,124,0
224.40000000000026,142,292,120,0
219.40000000000026,142,292,116,0
214.80000000000027,142,292,112,0
210.60000000000028,142,292,108,0
206.80000000000027,142,292,104,0
203.40000000000026,142,292,100,0
200.40000000000026,142,292,96,0
197.80000000000027,142,292,92,0
195.60000000000028,142,292,88,0
193.80000000000027,142,292,84,0
192.40000000000026,142,292,80,0
191.40000000000026,142,292,76,0
190.80000000000027,142,292,72,0
190.60000000000028,142,292,68,0
190.80000000000027,142,292,64,0
191.40000000000026,142,292,60,0
192.40000000000026,142,292,56,0
193.80000000000027,142,292,52,0
195.60000000000028,142,292,48,0
197.80000000000027,142,292,44,0
200.40000000000026,142,292,40,0
203.40000000000026,142,292,36,0
206.80000000000027,142,292,32,0
210.60000000000028,142,292,28,0
214.80000000000027,142,292,24,0
208.20000000000027,142,292,20,1
202.00000000000028,142,292,16,0
196.20000000000027,142,292,12,0
190.80000000000027,142,292,8,0
185.80000000000027,142,292,4,0
181.20000000000027,142,292,0,0
177.00000000000028,142,292,-4,0
173.20000000000027,142,292,-8,0
169.80000000000027,142,292,-12,0
166.80000000000027,142,292,-16,0
164.20000000000027,142,292,-20,0
162.00000000000028,142,292,-24,0
160.20000000000027,142,292,-28,0
158.80000000000027,142,292,-32,0
157.80000000000027,142,292,-36,0
157.20000000000027,142,292,-40,0
157.00000000000028,142,292,-44,0
157.20000000000027,142,292,-48,0
157.80000000000027,142,292,-52,0
158.80000000000027,142,292,-56,0
160.20000000000027,142,292,-60,0
162.00000000000028,76,226,400,0
164.20000000000027,76,226,396,0
166.80000000000027,76,226,392,0
169.80000000000027,76,226,388,0
173.20000000000027,76,226,384,0
177.00000000000028,76,226,380,0
181.20000000000027,76,226,376,0
185.80000000000027,76,226,372,0
190.80000000000027,76,226,368,0
196.20000000000027,76,226,364,0
202.00000000000028,76,226,360,0
208.2000000000003,76,226,356,0
214.8000000000003,76,226,352,0
221.8000000000003,76,226,348,0
229.2000000000003,76,226,344,0
237.0000000000003,76,226,340,0
245.20000000000033,76,226,336,0
253.80000000000032,76,226,332,0
262.80000000000035,76,226,328,0
272.2000000000004,76,226,324,0
282.0000000000004,76,226,320,0
292.2000000000004,76,226,316,0
285.60000000000036,76,226,312,1
279.4000000000004,76,226,308,0
273.60000000000036,76,226,304,0
268.2000000000004,76,226,300,0
263.2000000000004,76,226,296,0
258.60000000000036,76,226,292,0
254.40000000000038,76,226,288,0
250.60000000000036,76,226,284,0
244.00000000000037,76,226,280,1
237.80000000000038,76,226,276,0
232.00000000000037,76,226,272,0
226.60000000000036,76,226,268,0
221.60000000000036,76,226,264,0
217.00000000000037,76,226,260,0
212.80000000000038,76,226,256,0
209.00000000000037,76,226,252,0
205.60000000000036,76,226,248,0
199.00000000000037,76,226,244,1
192.80000000000038,76,226,240,0
187.00000000000037,76,226,236,0
181.60000000000036,76,226,232,0
176.60000000000036,76,226,228,0
172.00000000000037,76,226,224,0
167.80000000000038,76,226,220,0
164.00000000000037,76,226,216,0
160.60000000000036,76,226,212,0
157.60000000000036,76,226,208,0
155.00000000000037,76,226,204,0
152.80000000000038,76,226,200,0
151.00000000000037,76,226,196,0
149.60000000000036,76,226,192,0
148.60000000000036,76,226,188,0
148.00000000000037,76,226,184,0
147.80000000000038,76,226,180,0
148.00000000000037,76,226,176,0
148.60000000000036,76,226,172,0
149.60000000000036,76,226,168,0
151.00000000000037,76,226,164,0
152.80000000000038,76,226,160,0
155.00000000000037,76,226,156,0
157.60000000000036,76,226,152,0
160.60000000000036,76,226,148,0
164.00000000000037,76,226,144,0
167.80000000000038,76,226,140,0
172.00000000000037,76,226,136,0
176.60000000000036,76,226,132,0
181.60000000000036,76,226,128,0
187.00000000000037,76,226,124,0
192.80000000000038,76,226,120,0
199.0000000000004,76,226,116,0
205.6000000000004,76,226,112,0
199.0000000000004,76,226,108,1
192.8000000000004,76,226,104,0
187.0000000000004,76,226,100,0
181.6000000000004,76,226,96,0
176.6000000000004,76,226,92,0
172.0000000000004,76,226,88,0
167.8000000000004,76,226,84,0
164.0000000000004,76,226,80,0
160.6000000000004,76,226,76,0
157.6000000000004,76,226,72,0
155.0000000000004,76,226,68,0
152.8000000000004,76,226,64,0
151.0000000000004,76,226,60,0
149.6000000000004,76,226,56,0
148.6000000000004,76,226,52,0
148.0000000000004,76,226,48,0
147.8000000000004,76,226,44,0
148.0000000000004,76,226,40,0
148.6000000000004,76,226,36,0
149.6000000000004,76,226,32,0
151.0000000000004,76,226,28,0
152.8000000000004,76,226,24,0
155.0000000000004,76,226,20,0
157.6000000000004,76,226,16,0
160.6000000000004,76,226,12,0
164.0000000000004,76,226,8,0
167.8000000000004,76,226,4,0
172.0000000000004,76,226,0,0
176.6000000000004,76,226,-4,0
181.6000000000004,76,226,-8,0
187.0000000000004,76,226,-12,0
192.8000000000004,76,226,-16,0
199.00000000000043,76,226,-20,0
205.60000000000042,76,226,-24,0
212.60000000000042,76,226,-28,0
220.00000000000043,76,226,-32,0
227.80000000000044,76,226,-36,0
236.00000000000045,76,226,-40,0
244.60000000000045,76,226,-44,0
253.60000000000045,76,226,-48,0
263.00000000000045,76,226,-52,0
272.80000000000047,76,226,-56,0
283.00000000000045,76,226,-60,0
293.6000000000005,240,390,400,0
304.6000000000005,240,390,396,0
316.0000000000005,240,390,392,0
327.8000000000005,240,390,388,0
340.0000000000005,240,390,384,0
352.60000000000053,240,390,380,0
365.60000000000053,240,390,376,0
379.00000000000057,240,390,372,0
392.8000000000006,240,390,368,0
386.20000000000056,240,390,364,1
380.00000000000057,240,390,360,0
374.20000000000056,240,390,356,0
368.8000000000006,240,390,352,0
363.8000000000006,240,390,348,0
359.20000000000056,240,390,344,0
355.00000000000057,240,390,340,0
351.20000000000056,240,390,336,0
347.8000000000006,240,390,332,0
344.8000000000006,240,390,328,0
342.20000000000056,240,390,324,0
340.00000000000057,240,390,320,0
338.20000000000056,240,390,316,0
336.8000000000006,240,390,312,0
335.8000000000006,240,390,308,0
335.20000000000056,240,390,304,0
335.00000000000057,240,390,300,0
335.20000000000056,240,390,296,0
335.8000000000006,240,390,292,0
336.8000000000006,240,390,288,0
338.20000000000056,240,390,284,0
340.00000000000057,240,390,280,0
342.20000000000056,240,390,276,0
344.8000000000006,240,390,272,0
347.8000000000006,240,390,268,0
351.20000000000056,240,390,264,0
355.00000000000057,240,390,260,0
359.20000000000056,240,390,256,0
363.8000000000006,240,390,252,0
368.8000000000006,240,390,248,0
362.20000000000056,240,390,244,1
356.00000000000057,240,390,240,0
350.20000000000056,240,390,236,0
344.8000000000006,240,390,232,0
339.8000000000006,240,390,228,0
335.20000000000056,240,390,224,0
331.00000000000057,240,390,220,0
327.20000000000056,240,390,216,0
323.8000000000006,240,390,212,0
320.8000000000006,240,390,208,0
318.20000000000056,240,390,204,0
316.00000000000057,240,390,200,0
314.20000000000056,240,390,196,0
312.8000000000006,240,390,192,0
311.8000000000006,240,390,188,0
311.20000000000056,240,390,184,0
311.00000000000057,240,390,180,0
311.20000000000056,240,390,176,0
311.8000000000006,240,390,172,0
312.8000000000006,240,390,168,0
314.20000000000056,240,390,164,0
316.00000000000057,240,390,160,0
318.20000000000056,240,390,156,0
320.8000000000006,240,390,152,0
323.8000000000006,240,390,148,0
327.20000000000056,240,390,144,0
331.00000000000057,240,390,140,0
324.40000000000055,240,390,136,1
318.20000000000056,240,390,132,0
312.40000000000055,240,390,128,0
307.00000000000057,240,390,124,0
302.00000000000057,240,390,120,0
297.40000000000055,240,390,116,0
293.20000000000056,240,390,112,0
289.40000000000055,240,390,108,0
286.00000000000057,240,390,104,0
283.00000000000057,240,390,100,0
280.40000000000055,240,390,96,0
278.20000000000056,240,390,92,0
276.40000000000055,240,390,88,0
275.00000000000057,240,390,84,0
274.00000000000057,240,390,80,0
273.40000000000055,240,390,76,0
273.20000000000056,240,390,72,0
273.40000000000055,240,390,68,0
274.00000000000057,240,390,64,0
275.00000000000057,240,390,60,0
276.40000000000055,240,390,56,0
278.20000000000056,240,390,52,0
280.40000000000055,240,390,48,0
283.00000000000057,240,390,44,0
286.00000000000057,240,390,40,0
289.40000000000055,240,390,36,0
293.20000000000056,240,390,32,0
297.40000000000055,240,390,28,0
302.00000000000057,240,390,24,0
307.00000000000057,240,390,20,0
312.40000000000055,240,390,16,0
318.20000000000056,240,390,12,0
324.40000000000055,240,390,8,0
317.8000000000005,240,390,4,1
311.60000000000053,240,390,0,0
305.8000000000005,240,390,-4,0
300.40000000000055,240,390,-8,0
295.40000000000055,240,390,-12,0
290.8000000000005,240,390,-16,0
286.60000000000053,240,390,-20,0
282.8000000000005,240,390,-24,0
279.40000000000055,240,390,-28,0
276.40000000000055,240,390,-32,0
273.8000000000005,240,390,-36,0
271.60000000000053,240,390,-40,0
269.8000000000005,240,390,-44,0
268.40000000000055,240,390,-48,0
267.40000000000055,240,390,-52,0
266.8000000000005,240,390,-56,0
266.60000000000053,240,390,-60,0
266.8000000000005,146,296,400,0
267.40000000000055,146,296,396,0
268.40000000000055,146,296,392,0
269.8000000000005,146,296,388,0
271.60000000000053,146,296,384,0
273.8000000000005,146,296,380,0
276.40000000000055,146,296,376,0
279.40000000000055,146,296,372,0
282.8000000000005,146,296,368,0
286.60000000000053,146,296,364,0
290.8000000000005,146,296,360,0
295.40000000000055,146,296,356,0
300.40000000000055,146,296,352,0
305.8000000000005,146,296,348,0
311.60000000000053,146,296,344,0
317.8000000000005,146,296,340,0
324.40000000000055,146,296,336,0
331.40000000000055,146,296,332,0
338.8000000000005,146,296,328,0
346.60000000000053,146,296,324,0
340.0000000000005,146,296,320,1
333.8000000000005,146,296,316,0
328.0000000000005,146,296,312,0
322.60000000000053,146,296,308,0
317.60000000000053,146,296,304,0
313.0000000000005,146,296,300,0
308.8000000000005,146,296,296,0
305.0000000000005,146,296,292,0
301.60000000000053,146,296,288,0
298.60000000000053,146,296,284,0
296.0000000000005,146,296,280,0
293.8000000000005,146,296,276,0
292.0000000000005,146,296,272,0
290.60000000000053,146,296,268,0
289.60000000000053,146,296,264,0
289.0000000000005,146,296,260,0
288.8000000000005,146,296,256,0
289.0000000000005,146,296,252,0
289.60000000000053,146,296,248,0
290.60000000000053,146,296,244,0
292.0000000000005,146,296,240,0
293.8000000000005,146,296,236,0
296.0000000000005,146,296,232,0
298.60000000000053,146,296,228,0
292.0000000000005,146,296,224,1
285.8000000000005,146,296,220,0
280.0000000000005,146,296,216,0
274.60000000000053,146,296,212,0
269.60000000000053,146,296,208,0
265.0000000000005,146,296,204,0
260.8000000000005,146,296,200,0
257.0000000000005,146,296,196,0
253.6000000000005,146,296,192,0
250.6000000000005,146,296,188,0
248.0000000000005,146,296,184,0
245.80000000000052,146,296,180,0
244.0000000000005,146,296,176,0
242.6000000000005,146,296,172,0
241.6000000000005,146,296,168,0
241.0000000000005,146,296,164,0
